@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'cool Commentaire gens dise qu peut l ouvrir trouve aplication est normal reflechisez faut allez whatsapp messenger allez fond d ecran ensuute fond d ecran whatsapp aurez fond d ecran proposer application conseille fond d ecran super '
bien, 'c cool Cool '
neutre, 'pouvons mettre propres photos l application propose sont '
bien, 'Cool cool '
bien, 'Commentaire aime bcp chouette fond d ecran asser trouve -\ c est coool meme '
neutre, 'Sympa pense fonctionnalité pourrait être incluse suffirait télécharger fonds écran souhaités '
bien, 'Commentaire cool conseillerais utilisé application c intéressant aller adoré causé copine familles monde '
bien, 'Super Tres belles images plait application permet mettre photos perso '
bien, 'Commentaire Cool cool '
neutre, 'Constat mal facile accéder fait choix '
bien, 'Cool Cool cool cool cool '
bien, 'Commentaire Cool cool cool cool cool cool '
bien, 'Cool Cool cool '
bien, 'Cool Cool '
bien, 'Cool cool cool cool roucoule roucarnage cool '
bien, 'erreur server '
mauvais, 'Abus autorisations Commentaire désinstalle applications demandent autorisations injustifiées '
mauvais, 'Joli Bonjour '
bien, 'Huawei g700 Commentaire '
bien, 'ai adoré '
mauvais, 'Commentaire null '
mauvais, 'Commentaire Merde totale honte '
bien, 'Commentaire ai retelecharger apli top simplicité jolie Laisse étoiles jour position touts options activer indique taneron suis cannes bocca correction merci S3 mini '
bien, 'Commentaire pense fait c bonne température. intérieure '
mauvais, 'QaLocalise succès Commentaire Nul quart heure donne étoile déco '
bien, 'Fiable Marche vais vérification vrai thermomètre '
bien, 'kilo bonne application l’ai acheter euros)marche température juste recommande évité dire importe température donne étoiles est mérité '
bien, 'Super Fonctionne Merci développeurs utile avait pression atmosphérique serait parfait '
mauvais, 'Toujour même température Commentaire aille ca affiche toujour fesait 40º hôtel toujour '
bien, 'précis parfait jour peut être température intérieure '
mauvais, 'utilité Commentaire Application inutile enfants donne températures absurdes '
mauvais, 'Samsung galaxy young Commentaire aplis marche l allume ecrant noir '
mauvais, 'beug Commentaire indiqué mauvaise température a 25\'c m indique 15\'c l écart grand erreur restante l année dernière marché '
mauvais, 'Samsung galaxy ace Commentaire Nul beug '
bien, 'e android iper sert '
bien, 'Tres Commentaire esr beug '
bien, 'Commentaire Dommage indique température intérieure bonne appli merci '
mauvais, 'Commentaire vrai daube '
bien, 'Commentaire exact Simplicité efficacité l appli Design sympa '
mauvais, 'température extérieur est d Commentaire Completment nul '
mauvais, 'marche pa Commentaire vraimen decu domage '
bien, 'Galaxy nexus Commentaire Simple précis amusant réelle précision '
mauvais, 'Nul ca fonctionne s arrive a localisé position '
bien, 'Termomète bonne application donne température extérieure précision '
bien, 'OK Pratique juste '
bien, 'Parfait Donne température correcte comparais thermomètre a extérieure température étais bonne application fiable utile '
mauvais, 'Nul Commentaire Nul bourré pub '
bien, 'Ttes utilise '
mauvais, 'Jolie grenouille Commentaire fiable 35ºC ombre vrai thermomètre application 30º peine afficher ème Jolie rue grenouille '
mauvais, 'Nul températures sont archi fausse '
mauvais, 'Presision dixieme degre pres pas a 1km pres plutot wifi wifi trouve conection desinstal '
mauvais, 'désinstalle pub inutile fiable '
neutre, 'extérieur Commentaire manque juste température intérieure mesurée smartphone '
bien, 'Cool top '
bien, 'Commentaire Tres utile tres applicatilon '
neutre, 'était évident gérer appartenance groupes images anciennes versions étaient jolies pratiques '
mauvais, 'mise jour Commentaire Suite dernière mise jour app lance devient vexant installations/désintallations redémarrage nettoyage fait '
bien, 'est Commentaire Jolie application est utilise découvre suivre '
neutre, 'Commentaire consultation basique fonctions classement modification photos '
bien, 'Commentaire bon outil mettre ligne photos page albums blog '
bien, 'Magnifique soit tablette rendu est magnifique est dû application '
bien, 'Commentaire Merci avoir écouté utilisateurs avez repris fonctionnalités version précédente devient nouveau plaisir servir application reste faim constatant est impossible faire fonctionner appli français tourne impeccable '
bien, 'Musée virtuel photo Commentaire Merci pro amateurs photographie modèles nature architecture font rêver donnent envie faire photo partager rendre immortel '
bien, 'adore Commentaire Parfait partager photos préfère affichage galerie '
bien, 'Génial Application idéale visionner/montrer albums moment '
bien, 'Commentaire aime application partage image voir niveau membres peut parlé œuvre art c sympa simple utiliser '
neutre, 'Peut faire Incomplète tablette marche appli crash temp '
neutre, 'Commentaire Manque choses comptes pro nouvelle interface jolie Manque mode diaporama '
bien, 'Avis Appli top manque juste option partage instagrame être parfaite '
bien, 'Commentaire aprt upload photo automatique mis defaut tres fait '
neutre, 'Commentaire interface est sympa Pratique a prendre main manque petits trucs rapport site '
bien, 'Fabuleux Commentaire application est bonne service gigas gratuit est fabuleux '
mauvais, 'have a account Commentaire First app proposes to log through then a account anyway is annoying and counterproductive '
bien, 'Parfait Commentaire Mémoire esthétique qualité image parfait '
bien, 'Super utilise appli suivre actualité photographique amis '
bien, 'Superbe Commentaire application stocker partager photos perdre qualité Parfait photo '
bien, 'pratique Évite utiliser page facilite post photos '
bien, 'Super appli Commentaire application est excellente suivre activités contacts groupes '
bien, 'Excellent Commentaire Excellent design façon iOS pendant est dommage puisse envoyer appli '
neutre, 'tout plaisant Commentaire a '
bien, 'Excellent Commentaire Super appli prend essentiel version ordi '
bien, '
bien, 'Commentaire bonne application faire attention départ photos étaient syncronisrer option a décocher '
bien, 'Parfait Commentaire fonctionne doit appli est sympa idéale partager travail trouver inspirations '
bien, 'problème Commentaire application fonctionne recherche libre '
bien, 'Excellente application Commentaire Parfait manque support '
bien, 'Pratique Facile utilisation galaxy advance tablette '
bien, 'Commentaire bonne application permet voir photos catégorie macro photos '
bien, 'Commentaire stockage impressionnant qualité image préserver petite chose gêne ai moyen partager comptes lier Problème signalé attente réponse '
bien, 'top appli merci dev '
bien, 'Cool Cool '
neutre, 'faire application est indispensable supports mobiles fonctionnalités sont manquantes aimerais pouvoir gérer ordre tri exemple gestion multiple sécurité '
bien, 'Super suis addict flickr adore faudrait ajouter fonctionnalités version sont actives version pouvoir répondre nommant personne com pouvoir corriger com a lieu être '
bien, 'opérationel utile visualiser photos même smartphone contre importer vaut utiliser photos sont prises partir téléphone '
bien, 'stockage photo Commentaire bonne appli permet sauvegarder photos manque sauvegarde automatique vidéos fonctionnalité aurait étoiles '
mauvais, 'faites Commentaire Malgres maj fonctionne mal villes enregistrées donnent météo l onglet température haut portable correspond l image même ville revoir c est pire pire vais desinstaller '
mauvais, 'Devenu merde Commentaire nr fonctionne belle daube dernières mises jour '
mauvais, 'Dommage aimais début temps villes affichent part défaut comble est prévisions commencent Impossible savoir temps fera surlendemain désinstalle parler pubs -\ '
mauvais, 'Déception mises jour affichage images widget météo andoid kitkat sert corrections bug inefficaces mise jour heure hiver '
mauvais, 'Commentaire suus obligé a fois remettre lema notification s enclenche météo s affiche fonctionnait '
mauvais, 'double Météo jours est a fois jours semaine fait météo jours bug dure '
mauvais, 'Bonne application Commentaire application rencontre bugs mois coup desinstalle '
mauvais, 'Beau Mais craque Commentaire Obligations fréquentes rentrer application mise jour météo sympa photos sont surprenantes montagnes campagne récurrence villes veux derniers temps jours météo choix ville desinstalle devient lourd '
mauvais, 'Devenu importe desinstalle appli fut parfaite villes changent Pub '
bien, 'PHOTOS Commentaire Pourrait être photos arrière plan correspondaient photo prise ville '
mauvais, 'pire pire dernières màj météo villes enregistrées apparition pubs ans bons loyaux services passe autre appli '
bien, 'Météo indisponible Commentaire adore application reste modèle genre semaines ai ville météo est dispo est étrange est autres devices même ville pose soucis mérite '
bien, 'Simple Ajout villes sais fait météo est disponible affiché sais '
mauvais, 'Apparition pub Commentaire Suite mise jour a pub apparaît plein milieu cadre pub est énorme taille '
bien, 'Commentaire probleme dernière mise jour ajoutant notifications '
bien, 'plaisant adore est adapte lieu résidence photos fond écran magnifiques prévision heure heure est précieuse jours fiabilité est fait correcte rend application yeux indispensable travail '
mauvais, 'terrible ? Commentaire mise jour ai importe météo photo fiable tous '
bien, 'Commentaire interruptions intermittence application reste utile merci équipe '
neutre, 'Dommage Commentaire recherche lieux fonctionne était cas été reste impossible trier lieux convenance ordre affichage est fixe '
mauvais, 'Bugs récurrents Commentaire mets a jour évaluation suis passé a android tjs mêmes bugs l appli Maj jours previsions s affichent double lundi lundi mardi mardi '
mauvais, 'Commentaire bug systématique jours double don météo inutilisable '
mauvais, 'était début appli fonctionnait tout interface impossible retrouver applis concurrentes fil mises jours stabilité est dégradée puisse avoir accès météo an bons loyaux services désinstalle profit fonctionne étoiles application devenue inutilisable était haute qualité '
mauvais, 'est devenu belle merde Commentaire dire était meilleure appli météo mois est devenu merde nom pub est vrai est pauvre comparer '
neutre, 'temps Commentaire Affiche raison Forcé utiliser autre application avoir prévisions météo tableau jours passe indiquer skip between and days option Note pouvoir ordonnancer villes aurait été option intéressante { '
neutre, 'Application pratique lenteur mises a jours disponibles minuit '
mauvais, 'Pub envahissante Commentaire Grave retour arrière pubs plein milieu application '
mauvais, 'Commentaire veut ville marche 1ere fois c mort Pareil autres villes '
neutre, 'Fiabilité revoir Bonne appli général niveau localisation est peut imp dit habite doit être kilomètre cher moi fois kilomètre dur moment '
